Record_ID,Date,Buyer_ID,Country,Industry,Avg_Order_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_History,Prompt_Response,Hiring_Growth,Funding_Event,Engagement_Spike,SalesNav_ProfileVisits,DecisionMaker_Change,Intent_Score,Preferred_Channel,Response_Probability,Tariff_News,StockMarket_Shock,War_Event,Natural_Calamity,Currency_Fluctuation
5162,2023-11-22,BUY_66182,USA,Auto Parts,,29798044,4184,None,0,0.32,1,1,1,11040,1,0.13,,NA,1,1,1,1,-0.35
5163,2024-08-15,BUY_89073,Australia,Chemicals,,37403249,6101,None,0,0.09,0,1,0,15186,1,0.39,Call,NA,0,1,0,0,-0.53
5164,2023-05-07,BUY_17061,Germany,Engineering,2681,32786982,5432,ISO14001,0,0.17,0,Unknown,1,15186,1,0.31,LinkedIn,,0,1,1,0,-0.62
5165,2024-01-03,BUY_62518,Italy,Textiles,7916,134270356,1386,None,0,0.28,0,1,1,13359,0,0.9,,,0,1,0,1,-0.14
5166,2021-08-15,BUY_82820,Canada,Machinery,2778,178142289,2912,None,1,0.35,0,1,1,6805,0,0.19,Call,,1,1,0,1,0.51
5167,2023-07-11,BUY_27440,Australia,Solar,,42965398,5748,UL,1,0.31,1,1,0,1206,0,0.03,Email,,1,0,1,1,-0.74
5168,2024-11-15,BUY_89569,UAE,Auto Parts,,181500479,4843,None,1,0.18,1,1,1,8647,1,0.95,WhatsApp,0.44,0,0,0,1,-0.39
5169,2022-04-12,BUY_17363,USA,Solar,,135689685,2736,None,1,0.77,1,0,1,19929,1,0.95,Email,,0,1,1,0,0.1
5170,2021-08-18,BUY_14305,Italy,Machinery,,170935105,3458,ISO9001,1,0.4,1,Unknown,1,11102,0,0.97,Email,,0,0,0,1,-0.43
5171,2023-03-13,BUY_33327,France,Auto Parts,2978,108942322,4698,ISO9001,1,0.59,1,0,0,7084,0,0.77,Email,,0,1,0,0,0.94
5172,2024-08-04,BUY_55047,France,Chemicals,5969,191382715,4831,REACH,1,0.3,0,1,1,14087,1,0.48,WhatsApp,,1,1,1,0,-0.1
5173,2022-12-20,BUY_27517,Australia,Solar,,65903411,6577,UL,0,0.41,0,Unknown,1,2196,0,0.14,WhatsApp,0.3,0,0,1,0,-0.83
5174,2021-08-23,BUY_48324,Italy,Electronics,,99831968,3095,None,1,0.21,0,Unknown,0,675,1,0.68,,0.82,0,0,1,1,-0.17
5175,2025-01-17,BUY_74743,Germany,Medical Devices,418,41846505,5406,ISO9001,1,0,0,1,1,2448,0,0.63,LinkedIn,NA,1,1,0,0,0.27
5176,2024-11-27,BUY_12307,USA,IT Software,,193670331,5493,None,0,0.04,0,Unknown,0,4513,0,0.09,Email,0.37,0,1,0,1,-0.28
5177,2024-01-19,BUY_53733,Italy,Medical Devices,6915,183415344,4052,ISO9001,1,0.06,1,Unknown,1,18101,1,0.23,,,0,0,0,1,-0.06
5178,2022-11-06,BUY_76896,Singapore,Machinery,,83760145,2965,None,0,0.46,0,1,1,4647,0,0.87,LinkedIn,NA,1,0,0,1,0.44
5179,2023-10-03,BUY_60460,France,Medical Devices,,133651202,804,ISO9001,0,0.2,1,0,1,15309,0,0.37,WhatsApp,NA,1,1,1,1,0.44
5180,2021-11-13,BUY_67097,Italy,Auto Parts,,137536785,5087,ISO9001,0,0.65,1,1,0,13071,0,0.68,,,1,0,0,1,0.5
5181,2022-09-11,BUY_29836,Australia,Engineering,,185830535,6522,CE,1,0.49,1,1,0,4394,1,0.72,,NA,1,1,1,1,-0.4
5182,2023-12-21,BUY_74974,Italy,IT Software,3572,121224405,868,SOC2,1,0.94,1,Unknown,1,16349,0,0.63,WhatsApp,,0,1,0,1,0.14
5183,2024-05-24,BUY_45884,Singapore,Engineering,571,37789059,202,CE,1,0.56,1,Unknown,0,17873,1,0.29,Call,NA,1,1,0,0,-0.26
5184,2021-08-14,BUY_38303,France,Auto Parts,7562,20633213,739,None,1,0.91,0,Unknown,1,18537,1,0.48,Email,,1,0,1,1,0.49
5185,2024-06-26,BUY_94054,USA,Auto Parts,1859,26168725,3638,None,0,0.3,1,0,1,16463,0,0.95,Email,,1,1,0,0,0.45
5186,2024-03-14,BUY_74449,UAE,Machinery,2849,190322576,2754,ISO9001,0,0.88,1,1,0,12724,1,0.67,Call,,1,1,1,0,0.86
5187,2024-04-14,BUY_24895,Netherlands,Pharmaceuticals,,100948035,256,FDA,0,0.66,1,0,0,17890,0,0.52,Call,0.07,0,0,1,1,0.5
5188,2021-10-30,BUY_31851,Australia,Auto Parts,,135525448,893,ISO9001,0,0.57,1,0,1,11734,1,0.79,,0.74,0,1,0,1,-0.67
5189,2024-03-13,,Singapore,Electronics,,90389061,4919,ISO9001,0,0.77,0,Unknown,1,5860,1,0.75,,NA,1,1,1,1,-0.2
5190,2024-04-24,BUY_31282,Netherlands,Auto Parts,,150317742,743,None,1,0.9,1,1,0,12545,0,0.72,Call,0.44,0,1,0,1,-0.97
5191,2021-04-04,BUY_42380,France,IT Software,4629,56756581,4459,None,1,0.47,0,1,0,4000,0,0.45,Call,,0,0,0,0,-0.76
5192,2024-10-20,BUY_33468,Germany,Solar,,126484157,6582,UL,0,0.24,0,1,0,12784,0,0.53,Call,0.71,1,0,0,1,0.16
5193,2023-02-28,BUY_66486,UK,Electronics,,121205653,2238,None,0,0.48,0,1,1,4001,0,0.45,,0.06,0,0,1,0,0.48
5194,2024-12-28,BUY_64535,Canada,Chemicals,,132387164,5437,REACH,1,0.66,0,Unknown,1,5573,1,0.5,Call,,0,1,0,0,0.95
5195,2023-05-21,BUY_66986,Japan,Engineering,4719,195940731,5787,None,0,0.31,0,Unknown,1,7326,1,0.3,Call,,0,1,1,0,0.21
5196,2025-01-26,BUY_77537,UK,Solar,2323,31459890,818,None,0,0.82,1,Unknown,1,9605,0,0.78,WhatsApp,NA,1,1,1,1,0.46
5197,2022-06-19,BUY_47297,France,Engineering,,139688338,6730,ISO14001,0,0.03,1,Unknown,1,17779,1,0.79,Email,,0,0,1,1,0.31
5198,2021-09-19,BUY_44698,Japan,IT Software,2966,198145266,50,ISO27001,1,0.69,1,1,1,2065,1,0.42,WhatsApp,NA,1,1,1,0,-0.22
5199,2021-06-13,BUY_44185,UK,Textiles,,159315975,6209,None,1,0.7,0,1,1,12110,0,0.49,Email,0.81,1,0,1,0,0.45
5200,2021-05-09,BUY_48846,UAE,Solar,,99925038,2833,None,1,0.84,0,Unknown,0,3281,0,0.97,Email,NA,1,0,1,1,-0.1
5201,2024-01-09,BUY_36030,Netherlands,Machinery,,31548482,2100,None,1,0.59,0,Unknown,0,12554,1,0.05,LinkedIn,0.05,0,1,0,1,0.33
5202,2023-08-31,BUY_27865,Germany,Auto Parts,,152175627,3255,None,0,0.19,1,1,1,11671,1,0.1,Email,0.22,1,1,0,1,0.29
5203,2021-03-29,BUY_76208,UK,Electronics,,159915178,4213,None,0,0.88,0,1,0,19210,0,0.01,Call,NA,1,0,0,1,-0.74
5204,2024-07-29,BUY_45860,Germany,Textiles,,179305044,4940,ISO9001,0,0.44,1,Unknown,1,19728,1,0.85,WhatsApp,NA,0,1,1,0,-0.52
5205,2022-07-27,BUY_33088,UAE,Textiles,583,127708071,3959,None,0,0.64,1,1,0,18194,1,0.41,Call,NA,1,1,1,1,-0.79
5206,2024-11-21,BUY_56111,Germany,Textiles,,50101387,3401,ISO9001,1,0.03,0,0,1,18214,1,0.4,Call,0.84,1,0,0,0,-0.2
5207,2022-12-10,BUY_56975,UAE,IT Software,,84937625,5989,None,1,0.37,0,0,0,16060,1,0.59,Email,NA,0,1,1,1,-0.08
5208,2025-01-31,BUY_98090,Japan,Machinery,1685,48067875,6521,ISO9001,1,0.71,0,Unknown,0,18424,0,0.82,Email,0.03,1,1,0,1,0.14
5209,2022-06-05,BUY_42110,France,Machinery,,189879157,5758,ISO9001,1,0.47,1,1,0,10785,0,0.65,Call,,1,0,0,1,-0.48
5210,2024-03-06,,Canada,Pharmaceuticals,852,22846455,4619,FDA,1,0.86,1,Unknown,0,8790,0,0.85,Call,NA,0,0,1,1,-0.95
5211,2023-12-01,BUY_74379,Australia,Machinery,,71502934,3572,ISO9001,0,0.75,1,0,0,10370,1,0.84,Call,NA,0,1,0,1,1
5212,2022-05-25,BUY_12383,USA,Machinery,4726,53753237,640,ISO9001,1,0.27,0,0,0,17751,1,0.72,WhatsApp,0.63,0,1,0,1,0.89
5213,2022-05-12,BUY_91280,France,Solar,6731,198613974,5258,TUV,0,0.87,0,Unknown,0,7415,1,0.21,LinkedIn,,0,0,1,1,-0.04
5214,2023-05-17,BUY_52975,USA,Machinery,,192563509,3252,None,0,0.72,0,0,0,1954,0,0.59,Call,NA,1,1,0,0,0
5215,2021-10-10,BUY_28870,Germany,Textiles,,189828440,3683,None,1,0.36,0,1,0,10162,1,0.73,Email,,1,1,0,1,-0.82
5216,2021-06-26,BUY_74326,USA,Pharmaceuticals,3758,61597238,3443,None,1,0.33,0,0,1,8239,0,0.04,,,1,1,1,1,-0.86
5217,2022-09-17,BUY_34413,Italy,Pharmaceuticals,,133073314,5008,WHO-GMP,1,0.84,1,1,1,14786,0,0.48,LinkedIn,,1,1,1,1,-0.16
5218,2023-04-18,BUY_56822,UAE,Medical Devices,,28435550,3037,ISO9001,0,0.23,1,0,1,9107,1,0.12,,NA,1,1,1,1,-0.69
5219,2023-03-09,BUY_76995,Netherlands,IT Software,4187,148031700,4850,None,0,0.28,1,0,1,6279,0,0.31,Call,0.35,0,0,1,1,0.02
5220,2023-04-07,BUY_15486,USA,Electronics,5778,70511582,830,None,0,0.38,1,1,1,5521,1,0.05,,NA,1,0,1,1,0.66
5221,2022-06-13,BUY_28876,USA,Chemicals,745,31480176,6377,None,0,0.96,0,Unknown,0,5353,1,0.9,Call,0.06,0,0,0,0,-0.13
5222,2024-04-02,BUY_69142,USA,Solar,3216,195023101,1473,None,1,0.52,0,0,0,8273,1,0.32,Call,NA,0,0,0,1,-0.93
5223,2022-12-04,BUY_37734,Canada,Solar,,67528105,3132,None,0,0.29,1,1,0,16423,0,0.57,WhatsApp,NA,0,1,1,1,-0.37
5224,2024-07-03,BUY_74719,Canada,Chemicals,,45868939,6254,ISO14001,1,0.42,1,0,0,15950,1,0.23,Email,0.39,0,0,0,1,-0.42
5225,2024-01-08,BUY_53947,UK,Pharmaceuticals,6483,81015287,3544,FDA,0,0.61,0,0,0,765,1,0.48,,0.34,0,1,1,1,-0.63
5226,2024-05-10,BUY_74975,Japan,Engineering,4705,15008430,79,ISO9001,1,0.85,1,0,1,542,0,0.31,LinkedIn,,0,0,1,0,-0.86
5227,2022-12-30,BUY_77205,Netherlands,Machinery,2860,170512977,2811,ISO9001,0,0.99,1,0,1,4042,1,0.39,Email,0.58,0,1,1,0,-0.44
5228,2024-04-21,BUY_23216,Japan,IT Software,,170954040,5598,SOC2,1,0.46,1,Unknown,1,13723,0,0.67,Email,NA,1,0,1,0,0.79
5229,2023-10-20,BUY_27770,Singapore,Auto Parts,,65735316,5865,None,1,0.62,0,1,1,17613,1,0.43,WhatsApp,0.66,0,0,0,0,0.65
5230,2023-04-17,BUY_80728,Australia,IT Software,1873,136533049,1435,GDPR,1,0.45,1,Unknown,1,10383,0,0.85,LinkedIn,0.56,1,1,1,1,-0.23
5231,2021-07-04,BUY_77073,Australia,Chemicals,1362,5198982,6332,ISO14001,1,0.48,1,1,0,16345,1,0.1,Email,,0,1,1,1,0.38
5232,2024-11-30,BUY_99973,UAE,Chemicals,2112,150108930,3343,REACH,0,0.66,0,Unknown,1,14520,0,0,,NA,0,0,0,1,0.95
5233,2023-01-10,BUY_61005,Canada,IT Software,2484,166394099,2790,GDPR,0,0.39,0,1,0,19891,1,0.88,LinkedIn,,0,1,1,0,-0.48
5234,2021-03-03,BUY_70530,USA,Electronics,6499,95438811,1053,ISO9001,0,0.2,0,0,1,27,1,0.58,WhatsApp,,0,0,0,1,0.56
5235,2022-01-25,BUY_72605,Germany,Engineering,,103447910,2952,CE,0,0.3,0,0,0,17059,0,0.42,Email,NA,0,0,1,1,-0.25
5236,2023-01-05,BUY_85955,USA,IT Software,3544,139488352,1187,GDPR,0,0.28,1,1,1,11594,0,0.98,,,0,1,1,0,0.64
5237,2023-05-19,BUY_39859,Japan,Electronics,1319,12161309,1772,ISO9001,1,0.95,0,Unknown,1,1086,1,0.96,Call,,1,1,1,0,-0.82
5238,2024-10-27,BUY_86266,Japan,IT Software,,36645208,1861,SOC2,1,0.52,0,0,0,12919,0,0.09,Email,NA,1,0,1,0,-0.33
5239,2021-04-25,BUY_84383,Italy,Solar,,128746959,5133,TUV,0,0.11,1,1,1,9466,1,0.27,Call,0.61,0,1,0,1,-0.99
5240,2022-03-24,BUY_29589,Netherlands,Machinery,5117,67268053,6216,ISO9001,1,0.44,1,Unknown,0,13137,0,0.41,WhatsApp,0.27,1,1,0,0,-0.2
5241,2023-04-01,BUY_45216,Japan,Electronics,2937,74091308,4324,None,1,0.62,0,Unknown,1,19433,1,0.9,WhatsApp,,0,0,0,1,0.44
5242,2025-01-30,,Canada,Pharmaceuticals,,51840254,5138,WHO-GMP,0,0.08,0,1,1,2662,1,0.11,Call,NA,0,0,0,1,-0.77
5243,2021-06-06,BUY_66897,Japan,Machinery,3472,105197495,6432,None,1,0.31,0,Unknown,1,9429,1,0.52,WhatsApp,,1,1,1,0,-0.88
5244,2024-10-16,BUY_85106,Singapore,Textiles,4383,183655257,4011,ISO9001,0,0.48,0,0,1,15641,1,0.88,WhatsApp,NA,1,0,1,0,-0.56
5245,2024-11-08,BUY_44625,Australia,Solar,1560,10265786,6790,None,1,0.09,0,1,0,10013,1,0.81,Call,NA,1,0,0,0,-0.97
5246,2021-11-19,BUY_25900,Canada,Pharmaceuticals,7972,64708354,6389,FDA,1,0.18,1,0,0,7401,0,0.43,LinkedIn,NA,1,0,0,0,0.53
5247,2022-02-21,BUY_85493,Australia,Chemicals,3011,37831685,5539,None,1,0.35,0,1,0,19605,0,0.29,,,1,0,0,1,-0.85
5248,2022-08-12,BUY_55925,Canada,Electronics,6764,66452802,6403,ISO9001,1,0.18,0,Unknown,0,8189,0,0.14,WhatsApp,,0,1,1,1,-0.03
5249,2023-03-10,BUY_89432,Singapore,Engineering,4720,137993988,4540,CE,0,0.64,0,0,1,11891,0,0.15,Call,,0,1,0,1,0.81
5250,2021-10-22,BUY_56410,Canada,IT Software,6160,72427790,2888,ISO27001,0,0.28,0,Unknown,0,1209,0,0.75,,NA,0,0,1,1,0.09
5251,2023-04-23,BUY_10564,France,IT Software,,113024568,2519,GDPR,0,0.64,0,Unknown,1,406,0,0.36,LinkedIn,0.65,0,0,0,0,-0.82
5252,2021-10-29,BUY_80837,Japan,Pharmaceuticals,4281,143459614,6273,None,1,0.4,0,0,0,19706,0,0.91,Call,0.64,0,1,1,1,-0.69
5253,2021-08-29,BUY_41871,USA,Engineering,,154964474,485,ISO14001,1,0.85,0,1,1,10185,1,0.27,,,0,1,0,1,0.88
5254,2023-03-03,BUY_66308,Canada,Electronics,,118032332,2894,ISO9001,0,0.43,0,Unknown,1,16225,1,0.99,WhatsApp,0.9,0,0,0,0,-0.86
5255,2024-07-14,BUY_39432,Australia,IT Software,3994,131446231,1967,SOC2,0,0.04,0,1,1,1176,1,0.75,,NA,1,0,0,0,0.26
5256,2023-07-21,BUY_23787,Japan,Medical Devices,,56328598,6984,None,1,0.59,0,Unknown,1,6313,1,0.22,Call,,1,0,0,1,-0.95
5257,2022-10-07,,USA,Engineering,3623,93362165,6381,ISO14001,0,0.12,0,1,1,2503,1,0.31,,0.31,1,0,0,0,0.95
5258,2022-12-26,BUY_50095,France,Chemicals,3927,178643733,6903,REACH,1,0.61,0,1,1,2580,0,0.48,,0.72,0,1,1,1,0.56
5259,2022-05-05,BUY_53631,Canada,IT Software,980,137262266,6479,None,1,0.94,0,Unknown,1,6166,1,0.6,Email,NA,0,0,1,0,0.12
5260,2022-06-22,BUY_17375,Singapore,Solar,,181440701,1684,TUV,0,0.67,0,1,0,13370,1,0.73,WhatsApp,0.7,1,1,0,1,0.59
5261,2024-02-27,BUY_11307,Italy,Pharmaceuticals,,74151884,903,None,0,0.45,1,1,1,8479,0,0.04,Email,0.21,0,0,0,1,-0.62
5262,2023-05-27,BUY_80963,Japan,IT Software,,188594322,4795,SOC2,0,0.7,0,Unknown,0,9279,0,0.61,LinkedIn,NA,0,1,1,1,-0.88
5263,2021-02-05,BUY_68193,Japan,Pharmaceuticals,2973,179909506,416,None,0,0.95,0,Unknown,1,15930,0,0.22,Email,,0,0,0,0,-0.32
5264,2024-11-16,BUY_64231,UK,Machinery,,15389286,3802,ISO9001,0,0.63,0,0,1,16604,0,0.77,WhatsApp,,0,0,0,0,0.81
5265,2023-07-07,BUY_91256,Singapore,Electronics,7613,22672680,3802,ISO9001,0,0.04,0,1,0,18505,0,0.27,WhatsApp,0.12,1,0,0,1,1
5266,2021-04-23,BUY_88185,Germany,IT Software,,29003927,3746,GDPR,1,0.27,0,0,0,17331,1,0.94,LinkedIn,,1,1,1,1,0.56
5267,2021-06-06,BUY_52351,France,Textiles,,122767100,2539,None,1,0.95,1,1,0,9217,1,0.02,WhatsApp,0.93,1,0,0,1,-0.88
5268,2021-09-07,BUY_80668,UAE,Engineering,,123367063,1363,None,0,0.72,0,1,1,8770,1,0.08,Email,NA,1,0,1,0,0.14
5269,2021-09-08,BUY_44618,UK,Pharmaceuticals,,85207354,4353,EU-GMP,1,0.58,0,Unknown,1,3538,1,0.03,Email,,1,0,0,1,0.18
5270,2024-05-22,BUY_88940,USA,IT Software,558,153926237,294,SOC2,1,0.83,1,0,1,15694,1,0.99,Call,,0,0,0,1,-0.11
5271,2021-10-18,,Australia,Engineering,1889,151214781,866,None,0,0.94,0,0,0,16308,0,0.47,,NA,0,1,0,1,0.87
5272,2022-01-05,BUY_97248,Canada,Pharmaceuticals,,147817798,694,WHO-GMP,1,0.63,1,0,0,1978,0,0.55,LinkedIn,NA,1,1,1,1,0.27
5273,2021-10-23,BUY_21810,Singapore,Machinery,1925,84527792,2992,None,1,0.09,0,1,0,11540,1,0.85,Call,,0,0,1,0,0.42
5274,2023-11-23,BUY_55925,Japan,Engineering,4525,26934136,601,None,1,0.7,1,0,1,4588,0,0.84,Email,0.15,1,1,0,1,0.48
5275,2022-03-01,BUY_44507,USA,Engineering,4982,105197775,3931,None,0,0.53,1,0,1,11889,1,0.8,Email,0.68,0,1,1,0,0.49
5276,2022-02-17,BUY_64614,Germany,Machinery,,146640763,4644,ISO9001,1,0.39,1,Unknown,1,19141,0,0.59,,,0,1,0,1,0.75
5277,2022-12-04,BUY_40629,UAE,Engineering,,161748881,2118,ISO14001,1,0.95,1,0,1,14123,1,0.23,,NA,0,0,0,1,0.79
5278,2024-01-20,BUY_42443,France,Medical Devices,,74252468,4209,None,1,0.5,1,0,0,17134,1,0.93,LinkedIn,NA,1,0,1,1,0.89
5279,2024-07-28,BUY_79996,France,Pharmaceuticals,,130490231,2331,EU-GMP,1,0.41,0,0,1,18869,1,0.63,Call,0.37,1,0,1,1,-0.57
5280,2022-07-04,BUY_91099,Singapore,Engineering,6464,180793374,4136,None,0,0.74,1,0,0,11043,0,0.46,WhatsApp,NA,1,1,0,1,0.15
5281,2021-12-11,,UK,Medical Devices,5378,188760983,1161,None,1,0.16,0,Unknown,0,4064,1,0.11,Call,,1,0,0,1,0.21
5282,2021-08-15,BUY_35398,Italy,Textiles,,194078163,6852,ISO9001,1,0.69,0,1,0,6651,0,0.3,LinkedIn,0.37,1,1,1,1,-0.32
5283,2022-12-24,BUY_45055,Canada,Machinery,1933,91797267,2968,None,1,0.58,0,0,0,98,1,0.52,Call,,1,0,1,1,0.43
5284,2023-02-15,BUY_34787,Canada,Engineering,,9971748,3293,None,0,0.59,0,Unknown,1,320,0,0.56,LinkedIn,NA,0,0,0,1,0.07
5285,2024-01-09,BUY_23405,Germany,Solar,5966,127157742,3449,UL,0,0.83,0,Unknown,1,15303,0,0.56,LinkedIn,0.24,0,0,0,0,0.35
5286,2023-10-20,BUY_36173,UK,Electronics,7488,52374305,6102,None,0,0.39,1,1,1,18321,1,0.49,Call,NA,0,0,0,0,-0.12
5287,2025-01-26,BUY_40513,Germany,Medical Devices,,17465350,5215,ISO9001,1,0.26,1,0,0,7062,1,0.3,LinkedIn,0.84,0,1,1,0,0.53
5288,2023-07-29,BUY_21598,UAE,Medical Devices,,149082890,1919,ISO9001,0,0.95,1,0,0,5266,0,0.33,Call,NA,1,0,0,0,0.69
5289,2022-06-27,BUY_88136,Singapore,Medical Devices,3898,168977005,623,ISO9001,1,0.91,0,0,0,1815,1,0.52,WhatsApp,0.57,1,0,0,1,-0.43
5290,2023-08-31,BUY_42143,Italy,Machinery,2607,111452311,5679,None,1,0.04,1,1,1,8052,0,0.43,Call,,0,0,0,0,-0.01
5291,2021-11-20,BUY_83012,Netherlands,Chemicals,,156955481,4675,RoHS,0,0.7,1,1,0,19029,0,0.44,LinkedIn,NA,1,1,0,1,-0.67
5292,2022-02-08,BUY_86694,USA,Electronics,7792,23839560,5103,ISO9001,0,0.75,0,Unknown,1,18595,1,0.01,LinkedIn,,0,0,0,1,-0.25
5293,2022-12-18,BUY_26315,USA,Pharmaceuticals,,192725927,4309,EU-GMP,1,0.86,0,0,1,11400,1,0.2,LinkedIn,NA,0,1,1,1,0.97
5294,2021-10-10,BUY_89488,Japan,Solar,2424,38238293,4863,UL,0,0.59,1,0,0,10669,1,0.41,Call,NA,1,1,0,1,0.74
5295,2021-01-05,BUY_72489,France,Engineering,2716,53892351,6818,ISO9001,0,0.09,0,Unknown,0,2939,0,0.64,Call,,1,0,0,0,-0.29
5296,2021-03-26,BUY_92325,UK,Pharmaceuticals,1917,165493216,1422,WHO-GMP,1,0.11,1,0,0,3413,1,0.91,Email,0.97,1,1,0,0,-0.38
5297,2021-08-18,BUY_20145,Canada,Textiles,882,112260820,572,None,0,0.01,1,Unknown,0,19972,0,0.1,,,0,1,1,0,0.88
5298,2021-08-03,BUY_75801,Singapore,Solar,6333,96002483,3585,IEC,1,0.74,0,0,0,1541,1,0.28,Call,NA,1,0,1,1,-0.71
5299,2021-12-10,BUY_74105,UAE,Electronics,3911,161852860,5201,None,0,0.3,0,Unknown,0,14070,1,0.87,Call,0.79,0,0,0,0,0.45
5300,2023-12-15,BUY_31235,Canada,Pharmaceuticals,,126597099,5850,EU-GMP,0,0.08,1,0,1,8380,0,0.23,Email,0.49,1,0,1,0,-0.8
5301,2024-11-04,BUY_13420,Australia,Medical Devices,,85043445,543,ISO9001,0,0.28,0,1,0,12545,0,0.76,Email,0.34,1,0,1,1,-0.57
5302,2022-07-10,BUY_56467,USA,IT Software,6586,43119480,2151,GDPR,1,0.8,1,1,0,658,0,0.21,Call,,1,1,0,0,0.08
5303,2022-05-26,BUY_55836,Japan,Electronics,,125919110,3265,ISO9001,0,0.29,1,1,1,11318,0,0.72,Email,NA,0,0,1,0,-0.77
5304,2022-03-02,BUY_25985,Japan,Electronics,3865,196788859,1817,ISO9001,0,0.44,1,0,1,9988,1,0.75,Call,0.16,1,0,0,1,0.86
5305,2022-03-15,BUY_59140,France,Chemicals,7168,29981605,486,RoHS,0,0.8,0,Unknown,1,5251,0,0.9,Email,NA,0,1,0,0,-0.43
5306,2022-01-22,BUY_61509,France,Textiles,2360,114566306,1714,ISO9001,0,0.59,0,Unknown,0,5121,1,0.59,LinkedIn,,1,1,1,1,-0.53
5307,2023-04-18,BUY_48037,UAE,IT Software,5712,150239456,627,SOC2,1,0.9,0,1,0,17428,0,0.84,LinkedIn,,0,0,0,1,-0.22
5308,2021-02-14,BUY_62479,Italy,IT Software,,84149484,6188,None,1,0.81,1,1,1,1953,0,0.76,Call,NA,1,0,0,1,-0.08
5309,2023-12-13,BUY_90484,Australia,Solar,500,153736609,3365,None,0,0.66,0,1,0,11891,1,0.41,Email,0.34,0,1,0,0,-0.09
5310,2024-11-03,BUY_29953,France,IT Software,,24901498,6507,ISO27001,0,0.81,1,Unknown,1,8174,0,0.98,LinkedIn,NA,0,0,0,1,0.68
5311,2023-04-07,BUY_18260,USA,Pharmaceuticals,,69895508,1651,WHO-GMP,0,0.96,1,Unknown,1,13628,0,0.52,LinkedIn,0.84,0,1,1,0,0.26
5312,2024-05-03,BUY_37545,UK,Machinery,7667,27295662,5523,ISO9001,1,0.45,1,0,0,7119,1,0.15,Email,NA,0,1,0,0,0.54
5313,2024-07-23,BUY_93748,USA,Pharmaceuticals,,157345493,4684,FDA,1,0.22,1,0,0,11999,0,0.63,Call,NA,0,1,1,0,-0.82
5314,2021-02-06,BUY_48438,UAE,Machinery,,168695112,5725,None,1,0.29,0,1,1,2295,1,0.26,,0.58,1,0,1,1,0.54
5315,2023-10-04,BUY_80685,Australia,Electronics,,168309252,5637,ISO9001,0,0.69,0,Unknown,0,4303,1,0.34,WhatsApp,NA,0,1,1,0,-0.54
5316,2022-04-25,BUY_11618,Japan,Medical Devices,,175062468,29,None,0,0.96,1,1,1,17403,1,0.02,LinkedIn,NA,1,0,0,1,0.21
5317,2023-04-01,BUY_91411,Japan,Solar,,80176122,2484,IEC,1,0.9,0,0,1,17939,0,0.19,WhatsApp,0.59,0,1,1,1,-0.78
5318,2021-04-01,BUY_86641,USA,Auto Parts,1752,95720985,4702,None,0,0.45,1,Unknown,0,7395,1,0.1,Call,,1,0,0,0,-0.78
5319,2024-11-30,BUY_42850,Singapore,Auto Parts,7462,34888228,935,None,0,0.96,1,Unknown,0,19643,1,0.67,,0.03,1,0,0,0,0.21
5320,2023-11-22,BUY_23429,UK,IT Software,7581,105596748,462,SOC2,0,0.56,0,1,0,4559,0,0.72,,,1,0,1,1,-0.54
5321,2022-09-19,BUY_12394,USA,Auto Parts,5646,59891122,2980,None,0,0.71,0,1,1,9668,0,0.79,LinkedIn,0.15,0,0,1,1,-0.22
5322,2024-06-26,BUY_23028,Germany,Solar,3249,169822701,6992,UL,1,0.01,0,1,1,10891,1,0.16,Call,NA,0,1,0,0,0.21
5323,2022-12-08,BUY_51679,Canada,Medical Devices,1969,66622302,5938,None,1,0.14,1,0,0,9006,0,0.49,Email,NA,0,0,0,1,0.25
5324,2024-06-27,,Australia,Textiles,,6664374,5842,ISO9001,0,0.84,1,0,0,19237,0,0.56,LinkedIn,,0,1,1,1,-0.11
5325,2024-11-08,BUY_39793,Germany,Electronics,6441,58158080,1152,ISO9001,0,0.2,0,0,0,18962,1,0.12,Call,0.03,1,1,1,1,0.07
5326,2024-07-01,BUY_82348,UAE,Textiles,,57860556,4303,ISO9001,1,0.65,0,0,1,7357,1,0.2,Email,0.08,1,1,1,0,-0.11
5327,2022-10-31,BUY_78288,Italy,Engineering,1744,121111442,2776,None,0,0.35,0,Unknown,1,18611,0,0.63,WhatsApp,,1,0,0,1,-0.46
5328,2023-10-05,BUY_73342,Singapore,IT Software,6368,189593982,240,None,0,0.39,0,0,1,13738,1,0.53,Email,0.32,1,0,0,0,0.87
5329,2021-05-08,BUY_29718,Singapore,Medical Devices,,195768784,3548,ISO9001,1,0.7,0,0,1,14349,0,0.55,,0.46,1,0,1,1,-0.16
5330,2021-01-20,BUY_75573,Netherlands,Medical Devices,,26209432,645,None,1,0.96,0,Unknown,0,16578,1,0.04,Email,NA,0,0,1,1,0.89
5331,2021-09-08,BUY_30007,Singapore,Auto Parts,7396,98262670,5040,None,0,0.07,0,Unknown,0,841,1,0.45,LinkedIn,NA,0,0,0,1,-0.73
5332,2021-01-07,BUY_16947,Canada,Auto Parts,3531,183751195,1262,ISO9001,0,0.06,1,1,1,15683,1,0.17,Call,NA,0,1,0,1,-0.99
