News_ID,Date,Region,Event_Type,Impact_Level,Affected_Industry,Tariff_Change,StockMarket_Shock,War_Flag,Natural_Calamity_Flag,Currency_Shift
4506,2022-09-12,North America,War Alert,Medium,Auto Parts,-0.98,0.89,1,0,-0.39
4507,2024-02-12,Middle East,Tariff Update,Low,Electronics,-0.13,0.84,0,0,0.24
4508,2022-09-25,North America,Natural Calamity,Low,IT Software,0.05,-0.36,0,1,0.97
4509,2025-01-20,Middle East,Tariff Update,Low,Pharmaceuticals,-0.04,-0.14,1,1,-0.9
4510,2024-04-18,Europe,Supply Chain Shock,High,Electronics,-0.32,-0.02,0,0,-0.21
4511,2022-03-10,North America,Trade Agreement,Medium,Solar,0.15,0.74,0,0,-0.37
4512,2021-12-09,Middle East,War Alert,High,Electronics,0.51,-0.35,0,0,-0.09
4513,2023-07-21,Asia,Stock Crash,High,Textiles,-0.81,0.72,1,1,-0.06
4514,2024-03-18,Middle East,Supply Chain Shock,Medium,Machinery,-0.21,0.53,1,0,0.29
4515,2024-10-31,North America,Natural Calamity,High,Textiles,-0.89,0.95,1,1,-0.34
4516,2023-08-29,Europe,Trade Agreement,Medium,Machinery,0.13,0.23,1,0,-0.89
4517,2024-03-07,North America,Trade Agreement,Medium,Machinery,0.03,-0.1,1,0,0.64
4518,2021-02-05,Middle East,War Alert,High,Electronics,-0.52,0.93,1,1,-0.27
4519,2023-02-24,North America,Tariff Update,Low,Medical Devices,0.06,-0.62,1,0,0.68
4520,2021-06-01,North America,Supply Chain Shock,Medium,IT Software,0.17,0.91,1,0,0.8
4521,2021-08-02,North America,Trade Agreement,Medium,Auto Parts,-0.16,0.49,1,0,-0.13
4522,2021-08-27,Global,War Alert,Medium,Machinery,-0.64,-0.7,0,0,0.22
4523,2024-07-08,Middle East,Trade Agreement,High,Chemicals,0.26,-0.82,1,1,0.64
4524,2022-02-15,Global,Supply Chain Shock,Low,Solar,0.99,0.03,0,1,-0.93
4525,2022-06-28,Europe,War Alert,Low,Chemicals,-0.35,-0.59,1,0,-0.65
4526,2021-11-10,Europe,Supply Chain Shock,High,Solar,0.48,-0.28,1,0,0.63
4527,2024-06-05,North America,Trade Agreement,Medium,Electronics,-0.1,-0.41,1,0,-0.56
4528,2024-08-16,Asia,War Alert,Low,Pharmaceuticals,0.17,-0.83,0,0,0.1
4529,2024-09-20,Asia,Supply Chain Shock,Medium,Engineering,0.57,-0.58,1,1,-0.04
4530,2022-03-08,Global,Tariff Update,High,Textiles,-0.58,0.64,0,1,-0.57
4531,2025-01-26,Asia,Supply Chain Shock,Low,Solar,0.11,-0.59,1,0,-0.43
4532,2021-02-17,Global,Supply Chain Shock,Low,Chemicals,0.06,-0.74,0,0,0.74
4533,2022-12-08,Europe,Trade Agreement,High,Textiles,-0.98,0.22,1,0,-0.89
4534,2022-06-26,Global,Trade Agreement,High,Medical Devices,-0.95,-0.24,0,0,0.13
4535,2022-03-28,Global,Stock Crash,Medium,Auto Parts,-0.46,-0.38,1,1,0.61
4536,2021-09-09,North America,Stock Crash,High,Solar,0.37,0.64,0,1,0.98
4537,2021-06-08,North America,Trade Agreement,High,Auto Parts,-0.28,0.35,1,1,0.88
4538,2024-01-23,North America,Tariff Update,Low,Machinery,0.34,-0.2,1,0,-0.51
4539,2024-10-26,Europe,Stock Crash,Medium,Solar,0.78,0.76,0,0,-0.03
4540,2021-08-26,North America,Supply Chain Shock,High,Textiles,-0.03,0.53,1,1,-0.91
4541,2024-03-25,Asia,Supply Chain Shock,Medium,Engineering,0.12,-0.3,1,1,0.26
4542,2023-12-08,Asia,Natural Calamity,Low,IT Software,-0.17,0.44,1,0,0.31
4543,2024-04-10,Middle East,Natural Calamity,High,Engineering,0.21,0.46,0,1,0.57
4544,2021-06-11,Global,War Alert,Medium,Engineering,0.3,-0.53,0,1,-0.1
4545,2022-12-09,North America,Supply Chain Shock,High,Pharmaceuticals,-0.37,0.28,1,0,0.37
4546,2021-11-24,Europe,Tariff Update,Medium,Machinery,0.47,-0.94,0,0,0.16
4547,2021-06-09,Asia,Natural Calamity,Medium,Machinery,-0.59,-0.78,1,0,-0.7
4548,2023-10-25,Global,Trade Agreement,Medium,Chemicals,0.72,0.99,1,0,0.13
4549,2024-03-29,Asia,War Alert,Medium,Pharmaceuticals,-0.63,0.65,0,1,0.44
4550,2024-09-14,North America,Supply Chain Shock,High,Pharmaceuticals,-0.58,-0.29,1,1,-0.55
4551,2021-06-14,Asia,Tariff Update,High,Medical Devices,0.65,0.9,0,1,-0.44
4552,2021-11-02,Global,Natural Calamity,Medium,Electronics,-0.83,-0.69,1,0,0.57
4553,2023-01-30,Middle East,Stock Crash,High,Textiles,0.79,-0.61,1,1,0.94
4554,2023-07-13,Europe,Trade Agreement,Medium,Medical Devices,-0.49,0.3,1,1,0.3
4555,2022-05-09,Europe,Trade Agreement,Medium,Pharmaceuticals,-0.38,-0.98,0,1,0.81
4556,2022-01-25,Europe,Natural Calamity,High,Medical Devices,0.93,-0.35,1,1,-0.02
4557,2021-10-17,Middle East,War Alert,Medium,Chemicals,0.39,-0.63,0,1,-0.1
4558,2022-12-30,Asia,War Alert,High,IT Software,0.91,0.91,0,1,-0.25
4559,2022-02-05,Middle East,Natural Calamity,Medium,Pharmaceuticals,0.16,0.39,0,0,0.44
4560,2024-07-27,Global,Supply Chain Shock,Low,Chemicals,-0.19,-0.43,1,1,0.67
4561,2022-05-14,North America,Stock Crash,High,Textiles,-0.27,-0.66,0,1,-0.99
4562,2021-03-01,Middle East,Trade Agreement,Low,Machinery,-0.6,-0.07,0,1,0.92
4563,2022-07-17,Middle East,Natural Calamity,Low,Pharmaceuticals,0.21,-0.23,1,0,0.31
4564,2021-09-30,Middle East,Trade Agreement,High,Auto Parts,0.35,-0.09,0,0,-0.22
4565,2022-02-04,Middle East,Natural Calamity,High,Pharmaceuticals,0.68,0.16,1,1,-0.24
4566,2021-09-17,Global,War Alert,Medium,IT Software,0.8,0.65,0,0,-0.27
4567,2023-05-07,Middle East,Stock Crash,High,Electronics,-0.81,0.83,0,1,-0.26
4568,2023-10-05,North America,Tariff Update,Low,Pharmaceuticals,-0.14,-0.72,0,0,0.28
4569,2021-12-18,Europe,Supply Chain Shock,Medium,Medical Devices,0.75,0.22,0,1,0.92
4570,2024-10-15,North America,Natural Calamity,High,Electronics,-0.02,0.69,1,1,-0.23
4571,2024-01-18,Asia,Natural Calamity,Low,Textiles,0.84,0.14,0,1,0.28
4572,2022-04-05,Asia,Trade Agreement,Medium,Auto Parts,-0.73,-0.44,0,0,-0.49
4573,2024-11-05,Global,Stock Crash,Low,Medical Devices,0.78,0.43,1,0,-0.91
4574,2023-10-22,Europe,Stock Crash,High,Textiles,-0.63,-0.12,1,0,-0.8
4575,2021-06-17,Asia,Natural Calamity,Medium,Engineering,0.6,-0.57,0,1,-0.52
4576,2024-02-04,Europe,Natural Calamity,Medium,Machinery,-0.21,-0.4,1,1,-0.23
4577,2024-09-16,Global,Trade Agreement,Medium,Chemicals,-0.65,-0.35,0,0,-0.91
4578,2024-04-23,Europe,Natural Calamity,Low,Pharmaceuticals,0.8,-0.43,1,0,-0.64
4579,2023-06-17,North America,Natural Calamity,Medium,Textiles,0.79,-0.11,0,1,-0.5
4580,2024-02-18,North America,Supply Chain Shock,Low,Pharmaceuticals,0.15,-0.87,1,0,-0.53
4581,2024-05-20,North America,Trade Agreement,High,Engineering,0.5,0.01,1,1,-0.96
4582,2022-08-27,Middle East,Trade Agreement,High,Pharmaceuticals,0.53,-0.53,0,1,-0.73
4583,2023-05-12,Middle East,Trade Agreement,High,Medical Devices,-0.66,-0.99,0,0,0.35
4584,2023-05-27,Middle East,Natural Calamity,Low,Machinery,0.86,-0.08,1,1,-0.39
4585,2024-09-03,Middle East,Natural Calamity,High,Engineering,0,-0.02,1,1,0.44
4586,2022-05-22,Middle East,Supply Chain Shock,Low,Pharmaceuticals,0.95,-0.36,0,0,-0.94
4587,2021-03-30,Europe,War Alert,Medium,Engineering,-0.32,-0.75,1,1,0.74
4588,2023-07-19,North America,Stock Crash,High,Medical Devices,-0.26,-0.71,0,0,-0.44
4589,2021-04-30,Middle East,Supply Chain Shock,Medium,Pharmaceuticals,0.08,0.96,0,0,-0.56
4590,2023-10-24,North America,Natural Calamity,High,IT Software,0.76,-0.96,0,1,0.74
4591,2021-08-31,Global,Natural Calamity,Medium,Auto Parts,0,0.13,1,0,-0.7
4592,2023-06-24,Middle East,Supply Chain Shock,Medium,Textiles,0.15,0.25,1,0,0.64
4593,2023-03-01,Global,Supply Chain Shock,Medium,Pharmaceuticals,0.77,-0.43,0,1,-0.74
4594,2023-11-01,North America,Stock Crash,Medium,Textiles,0.03,-0.02,0,1,-0.11
4595,2024-10-21,North America,Natural Calamity,Low,Chemicals,0.65,0.51,1,1,0.25
4596,2024-12-29,Europe,War Alert,High,Solar,0.53,0.87,1,0,0.07
4597,2024-03-20,Middle East,Trade Agreement,High,Textiles,-0.69,0.97,1,0,-0.44
4598,2022-01-18,North America,Supply Chain Shock,Low,Medical Devices,0.26,-0.99,0,0,-0.5
4599,2022-08-01,Global,Natural Calamity,High,Pharmaceuticals,0.52,0.37,0,0,-0.06
4600,2023-03-25,Global,Natural Calamity,High,Textiles,0.01,0.59,0,0,-0.82
4601,2024-04-05,North America,Natural Calamity,Low,Electronics,-0.7,-0.24,0,0,-0.97
4602,2021-01-29,Asia,War Alert,Medium,Pharmaceuticals,-0.09,-0.48,0,1,0.54
4603,2024-08-06,Asia,Natural Calamity,Medium,Chemicals,-0.78,0.96,0,0,-0.96
4604,2024-06-19,Europe,Tariff Update,Medium,Textiles,0.49,-0.07,0,1,0.97
4605,2024-09-02,North America,Supply Chain Shock,High,Auto Parts,0.31,0.45,0,0,0.41
4606,2024-11-17,Middle East,War Alert,High,Electronics,0.81,-0.3,0,1,0.19
4607,2021-05-26,Global,Tariff Update,Low,Textiles,0.98,-0.2,1,0,0.21
4608,2021-07-26,Middle East,War Alert,Low,Electronics,-0.64,0.75,0,0,-0.15
4609,2023-05-25,North America,Stock Crash,High,Chemicals,-0.47,0.57,0,0,0.26
4610,2022-02-15,North America,War Alert,High,Pharmaceuticals,0.69,0.36,1,0,0.33
4611,2021-07-23,Global,Trade Agreement,Low,Auto Parts,0.89,-0.45,0,0,-0.05
4612,2022-09-07,Asia,Natural Calamity,Medium,Pharmaceuticals,0.88,-0.34,1,1,0.58
4613,2023-11-21,Middle East,Natural Calamity,Medium,Solar,-0.46,1,1,1,0.04
4614,2024-12-09,Middle East,Stock Crash,High,Chemicals,0.64,0.68,1,0,-0.29
4615,2021-05-31,Europe,Tariff Update,High,Machinery,-0.23,-0.03,1,0,-0.41
4616,2023-07-06,Asia,Stock Crash,Medium,IT Software,0.24,-0.21,0,1,0.98
4617,2024-08-26,North America,Supply Chain Shock,High,Pharmaceuticals,-0.93,-0.43,1,1,-0.82
4618,2021-03-15,Asia,Stock Crash,Medium,Auto Parts,-0.89,-0.99,1,1,-0.29
4619,2022-03-28,Global,Supply Chain Shock,Medium,Electronics,-0.83,0.04,1,1,-0.63
4620,2024-03-25,Middle East,Trade Agreement,Low,Machinery,-0.12,-0.15,0,0,-0.03
4621,2023-04-10,North America,Tariff Update,Low,Auto Parts,0.2,-0.46,0,0,0.54
4622,2024-12-11,North America,Tariff Update,Medium,Medical Devices,0.24,-0.31,1,1,0.57
4623,2024-11-28,North America,Supply Chain Shock,Medium,Chemicals,-0.92,0.91,0,0,0.18
4624,2022-06-11,Europe,War Alert,Low,IT Software,-0.59,-0.59,1,0,0
4625,2022-07-15,Middle East,Stock Crash,High,Pharmaceuticals,0.11,-0.06,0,1,-0.46
4626,2023-04-27,Europe,Natural Calamity,Medium,Medical Devices,0.48,0.18,1,0,-0.74
4627,2024-03-26,Europe,Stock Crash,Low,Pharmaceuticals,0.82,0.41,0,1,-0.44
4628,2023-01-23,Global,Supply Chain Shock,Medium,Pharmaceuticals,-0.77,-0.47,1,0,-0.6
4629,2024-01-22,North America,Tariff Update,Low,Chemicals,-0.66,0.84,1,0,-0.16
4630,2022-10-29,Asia,Stock Crash,High,Medical Devices,-0.88,0.38,1,1,0.17
4631,2022-02-25,Global,War Alert,High,Machinery,0.45,-0.99,0,1,0.99
4632,2023-04-07,Middle East,Natural Calamity,High,Textiles,0.64,0.31,0,0,0.78
4633,2024-05-30,North America,Tariff Update,Medium,Electronics,-0.27,0.45,1,1,0.18
4634,2023-09-29,North America,Stock Crash,High,Auto Parts,0.9,-0.27,0,1,0.93
4635,2023-05-21,North America,Trade Agreement,Medium,Textiles,0.25,-0.82,1,0,-0.9
4636,2021-06-30,Europe,Stock Crash,Low,Auto Parts,-0.99,-0.58,0,1,-0.93
4637,2023-06-14,Global,Stock Crash,Medium,Engineering,-0.59,0.1,1,0,-0.08
4638,2021-02-20,Global,Stock Crash,High,IT Software,0.25,-0.64,0,0,-0.14
4639,2021-03-11,Asia,War Alert,Medium,Solar,-0.55,0.83,0,0,0.96
4640,2024-12-23,Europe,Natural Calamity,High,Machinery,-0.37,0.03,0,0,0.72
4641,2021-04-07,Asia,Trade Agreement,Medium,Pharmaceuticals,-0.61,-0.52,1,1,0.64
4642,2021-10-07,Global,Tariff Update,Low,Pharmaceuticals,-0.47,0.85,0,0,-0.21
4643,2022-01-28,North America,Stock Crash,Low,Chemicals,1,-0.64,0,0,-0.8
4644,2024-01-17,Asia,Stock Crash,High,Textiles,-0.48,-0.78,1,1,-0.21
4645,2022-07-08,Asia,War Alert,Medium,Engineering,-0.61,0.33,0,0,0.91
4646,2021-08-30,Europe,Stock Crash,Medium,Auto Parts,-0.06,0.69,0,0,-0.7
4647,2023-12-27,Middle East,War Alert,Low,Solar,0.13,0.41,1,1,0.82
4648,2024-05-15,Global,Stock Crash,Low,Chemicals,0.68,0.54,1,1,0.14
4649,2022-02-13,Middle East,War Alert,High,Solar,-0.88,0.14,1,0,-0.77
4650,2021-06-28,Global,Supply Chain Shock,Medium,Auto Parts,0.08,-0.09,0,1,0.13
4651,2022-10-13,Europe,Tariff Update,Medium,Machinery,0.08,-0.45,1,0,-0.91
4652,2023-03-04,Europe,Trade Agreement,Low,Auto Parts,0.99,-0.17,0,0,-0.65
4653,2023-02-01,Global,Stock Crash,High,Textiles,-0.18,0.44,0,1,-0.22
4654,2025-02-04,Asia,Tariff Update,High,Chemicals,-0.03,-0.16,0,0,-0.67
4655,2023-10-06,Global,Stock Crash,High,Textiles,0.27,-0.55,0,1,0.33
4656,2024-02-18,Europe,War Alert,Low,Textiles,-0.34,0.46,0,1,-0.15
4657,2021-07-22,Europe,Natural Calamity,Medium,Medical Devices,-0.21,0.93,0,0,-0.29
4658,2023-07-19,North America,Natural Calamity,High,Engineering,-0.1,-0.19,1,1,-0.67
4659,2024-07-14,North America,Tariff Update,Low,Engineering,0.25,-0.95,0,0,0.66
4660,2024-06-18,Europe,War Alert,High,Engineering,-0.5,0.59,0,1,-0.13
4661,2022-09-10,Europe,Natural Calamity,High,Auto Parts,-0.65,-0.34,1,0,-0.85
4662,2021-10-22,North America,Tariff Update,Low,Auto Parts,0.48,-0.81,0,1,0.19
4663,2023-01-07,Asia,Stock Crash,Low,Engineering,0.5,-0.56,1,1,-0.46
4664,2021-05-30,Europe,Trade Agreement,High,Textiles,0.54,-0.64,0,0,-0.1
4665,2021-12-02,Asia,War Alert,High,IT Software,-0.34,-0.38,0,1,0.99
4666,2022-03-17,Europe,Supply Chain Shock,Low,Chemicals,-0.04,-0.34,0,1,-0.03
4667,2022-12-01,North America,Natural Calamity,Low,Machinery,-0.65,0.62,1,0,0.7
4668,2021-11-07,Middle East,Tariff Update,High,Medical Devices,-0.06,-0.53,0,0,-0.54
4669,2023-10-20,Middle East,Trade Agreement,Medium,Auto Parts,0.99,0.74,0,0,0.51
4670,2023-06-28,Middle East,Stock Crash,Low,Auto Parts,0.29,0.84,1,1,-0.91
4671,2024-03-12,Middle East,Stock Crash,High,Machinery,-0.96,-0.07,1,0,0.69
4672,2022-04-05,Middle East,War Alert,High,Medical Devices,-0.53,0.46,1,0,0.76
4673,2021-09-20,North America,Stock Crash,High,Machinery,-0.2,-0.65,1,1,0.18
4674,2022-02-13,Middle East,Trade Agreement,Medium,Engineering,-0.17,0.13,0,1,0.36
4675,2024-03-05,Middle East,Tariff Update,High,Pharmaceuticals,0.49,-0.72,1,0,-0.09
4676,2022-02-17,Europe,Trade Agreement,Medium,Solar,0.74,0.05,1,1,-0.55
4677,2021-06-21,Global,War Alert,High,Machinery,0.07,0.66,1,0,-0.09
4678,2023-03-06,Global,Natural Calamity,Low,Auto Parts,-0.3,-0.86,1,0,-0.94
4679,2023-01-10,Global,Tariff Update,High,Textiles,0.01,0.88,1,0,-0.6
4680,2022-07-24,North America,Stock Crash,Low,Solar,-0.07,-0.65,1,0,0.84
4681,2021-04-15,Middle East,Tariff Update,Low,Electronics,0.53,-0.38,1,1,-0.06
4682,2023-05-10,Middle East,Stock Crash,Low,IT Software,0.65,-0.69,0,1,-0.54
4683,2022-07-23,North America,Trade Agreement,Low,Medical Devices,-0.1,-0.95,0,1,0.6
4684,2024-10-27,Middle East,Trade Agreement,High,Auto Parts,0.47,-0.25,1,0,0.78
4685,2024-09-13,Global,Supply Chain Shock,Low,IT Software,0.03,0.59,1,0,0.32
4686,2021-09-13,Middle East,Trade Agreement,High,Auto Parts,-0.78,-0.76,1,1,-0.37
4687,2024-09-15,Europe,Supply Chain Shock,Medium,Pharmaceuticals,0.48,-0.79,0,0,0.17
4688,2021-01-06,Asia,War Alert,Low,Auto Parts,0.3,-0.15,0,1,-0.41
4689,2023-07-29,Asia,Natural Calamity,High,Electronics,-0.38,-0.62,0,0,0.66
4690,2024-09-14,Middle East,Supply Chain Shock,Low,Pharmaceuticals,0.96,1,0,0,-0.71
4691,2023-10-14,Asia,War Alert,Medium,Chemicals,0.01,0.29,0,1,-0.54
4692,2024-05-25,Europe,Tariff Update,Low,IT Software,0.52,0.62,0,1,0.37
4693,2023-06-08,Europe,War Alert,High,Pharmaceuticals,-0.78,-0.36,1,1,-0.81
4694,2021-08-18,Europe,War Alert,Medium,Solar,0.53,0.01,0,0,-0.59
4695,2022-05-06,North America,Natural Calamity,Medium,Engineering,-0.02,0.67,1,1,0.81
4696,2021-03-22,Europe,Trade Agreement,Medium,Textiles,0.59,-0.74,0,1,0.6
4697,2022-11-19,North America,War Alert,High,Medical Devices,0.31,0.22,0,1,0.85
4698,2023-10-10,North America,War Alert,Low,Solar,-0.35,0.28,1,0,0.9
4699,2024-11-25,Asia,Tariff Update,High,Auto Parts,0.94,-0.49,0,1,-0.84
4700,2024-10-28,Europe,Stock Crash,High,Engineering,-0.52,0.5,1,0,0.9
4701,2021-05-09,Europe,Natural Calamity,Medium,Electronics,0.22,-0.28,0,1,0.97
4702,2024-08-01,Europe,Trade Agreement,Low,Auto Parts,0.42,0.54,1,0,-0.36
4703,2025-01-27,Asia,Trade Agreement,High,Engineering,-0.76,0.9,1,0,-0.96
4704,2023-03-18,Global,War Alert,Medium,Pharmaceuticals,0.59,0.31,1,0,0.67
4705,2024-10-19,Global,Supply Chain Shock,Medium,Chemicals,0.41,-0.35,1,0,0.63
4706,2023-04-23,Europe,Trade Agreement,High,Chemicals,-0.04,-0.45,0,1,0.93
4707,2024-08-01,North America,War Alert,Low,Electronics,0.69,-0.88,1,0,-0.43
4708,2024-08-03,Asia,Stock Crash,Medium,Electronics,-0.23,-0.03,0,0,0.06
4709,2024-04-21,Global,Stock Crash,High,Solar,0.44,0.44,1,1,-0.55
4710,2021-09-11,North America,Supply Chain Shock,Medium,Engineering,0.28,0.68,1,0,-0.93
4711,2024-07-26,Middle East,Tariff Update,High,Electronics,0.58,-0.6,0,1,0.26
4712,2021-05-04,Global,Stock Crash,High,Pharmaceuticals,0.29,0.93,1,0,0.28
4713,2022-03-30,Asia,Supply Chain Shock,Low,Chemicals,-0.57,-0.02,0,0,0.25
4714,2024-11-29,North America,Tariff Update,Medium,Medical Devices,0.36,0.62,1,1,-0.36
4715,2023-01-19,Middle East,War Alert,High,Electronics,-0.46,0.44,0,0,0.75
4716,2023-05-22,Global,War Alert,Medium,Medical Devices,-0.12,-0.12,0,1,-0.17
4717,2024-04-16,Europe,Natural Calamity,Low,Solar,-0.21,-0.97,1,0,-0.03
4718,2024-07-28,Middle East,Stock Crash,High,IT Software,0.4,-0.02,0,1,0
4719,2021-06-13,Asia,Natural Calamity,Medium,Textiles,0.51,0.25,1,0,0.34
4720,2024-02-17,Middle East,Tariff Update,High,Auto Parts,-0.89,-0.72,0,1,0.07
4721,2024-08-04,Middle East,Tariff Update,Medium,Solar,0.1,-0.96,0,1,0.02
4722,2024-01-16,Middle East,Supply Chain Shock,Low,Electronics,-0.19,-0.25,0,1,-0.69
4723,2021-12-10,Europe,Natural Calamity,Low,Solar,0.03,-0.73,0,0,-0.53
4724,2023-04-22,North America,Tariff Update,Medium,Machinery,0.4,0.77,1,1,-0.19
4725,2023-01-05,Europe,Natural Calamity,High,Chemicals,0.51,-0.13,1,0,0.78
4726,2021-07-04,North America,Natural Calamity,Medium,Textiles,-0.15,-0.82,1,1,-0.68
4727,2021-08-12,Global,Stock Crash,Medium,Electronics,0.96,-0.47,1,0,0.26
4728,2023-01-22,North America,Stock Crash,High,Solar,-0.27,0.8,0,1,-0.51
4729,2022-08-31,Europe,Natural Calamity,Low,IT Software,0.56,-0.72,1,1,0.44
4730,2021-07-05,Middle East,Tariff Update,Medium,Solar,-0.26,-0.34,1,0,0.99
4731,2024-12-06,Europe,Supply Chain Shock,Medium,Medical Devices,-0.16,0.09,0,0,0.06
4732,2022-02-06,Global,Supply Chain Shock,High,Textiles,0.64,-0.32,1,1,-0.23
4733,2022-03-05,Europe,Trade Agreement,High,Machinery,0.62,-0.51,0,1,-0.86
4734,2021-09-21,Middle East,Supply Chain Shock,Medium,Electronics,-0.27,0.22,0,0,-0.57
4735,2021-06-02,Global,Natural Calamity,Low,IT Software,0.32,0.04,0,1,0.53
4736,2021-06-17,Europe,Supply Chain Shock,Medium,Textiles,-0.25,0.65,1,0,-0.3
4737,2024-07-11,Asia,Tariff Update,Low,Machinery,0.76,0.54,0,0,0.55
4738,2025-01-23,Europe,Trade Agreement,Medium,Solar,0.35,0.73,1,0,0.46
4739,2022-05-04,Middle East,Trade Agreement,Medium,Solar,0.16,-0.87,0,1,-0.39
4740,2024-10-10,Europe,Trade Agreement,High,Auto Parts,-0.45,-0.53,1,1,0.43
4741,2021-07-16,North America,Trade Agreement,Medium,Pharmaceuticals,-0.12,-0.15,1,0,-0.77
4742,2021-06-10,Global,Natural Calamity,Medium,IT Software,0.57,0.58,0,1,-0.45
4743,2023-02-20,Europe,Supply Chain Shock,High,Electronics,0.53,-0.63,0,0,0.6
4744,2023-02-03,Global,War Alert,High,Engineering,-0.44,0.12,0,1,-0.06
4745,2022-05-31,North America,Supply Chain Shock,Low,Solar,-0.49,-0.17,1,1,-0.71
4746,2021-01-12,Middle East,War Alert,High,Engineering,-0.1,-0.56,1,1,-0.04
4747,2022-11-12,Middle East,Tariff Update,High,Chemicals,-0.49,-0.97,1,1,0.65
4748,2023-08-28,North America,Stock Crash,High,IT Software,-0.74,-0.65,0,1,0.85
4749,2021-03-31,Global,Tariff Update,High,Medical Devices,0.74,-0.73,0,0,-0.81
4750,2024-03-21,Asia,Natural Calamity,Low,Pharmaceuticals,-0.53,0.39,1,0,-0.21
4751,2021-01-23,Europe,Trade Agreement,Medium,Auto Parts,-0.12,0.8,1,0,-0.07
4752,2024-12-01,Middle East,Supply Chain Shock,Low,Medical Devices,0.5,-0.92,1,1,0.12
4753,2023-01-06,Asia,Trade Agreement,High,Machinery,-0.45,-0.83,1,0,-0.45
4754,2022-01-08,Europe,War Alert,Medium,Pharmaceuticals,0.99,-0.75,1,0,-0.29
4755,2021-10-08,Europe,Natural Calamity,Medium,Auto Parts,-0.83,-0.94,0,1,0.43
4756,2022-08-31,Europe,Natural Calamity,High,IT Software,-0.83,0.2,0,1,0.38
4757,2023-10-31,Asia,Natural Calamity,Medium,Auto Parts,0.81,-0.93,1,1,-0.87
4758,2021-02-24,Asia,Trade Agreement,Low,Machinery,-0.3,0.78,1,1,-0.32
4759,2022-04-25,North America,Stock Crash,Low,Engineering,0.36,0.28,1,1,-0.25
4760,2024-11-19,Asia,Tariff Update,Low,Machinery,-0.99,-0.29,0,0,0.86
4761,2023-09-24,Europe,Supply Chain Shock,Low,Engineering,-0.49,0.04,1,1,0.22
4762,2023-04-06,North America,War Alert,High,Medical Devices,-0.55,-0.35,0,1,0.72
4763,2025-02-04,Global,Tariff Update,Medium,Electronics,-0.22,0.53,1,1,0.31
4764,2022-02-07,Middle East,War Alert,Low,Auto Parts,0.61,0.98,0,1,-0.97
4765,2021-07-25,Global,Tariff Update,High,IT Software,-0.18,0.04,1,0,-0.37
4766,2021-07-21,North America,War Alert,High,Electronics,0.83,-0.36,1,0,0.34
4767,2023-08-01,Europe,Stock Crash,Low,Electronics,0.48,-0.28,0,1,0.6
4768,2023-12-13,Global,Natural Calamity,High,Medical Devices,-0.41,0.69,1,1,-0.07
4769,2023-01-05,Europe,Stock Crash,Low,Chemicals,-0.34,0.77,0,1,0.1
4770,2022-11-30,Asia,Natural Calamity,Low,Machinery,0.48,0.42,0,0,0.96
4771,2021-02-21,Europe,Supply Chain Shock,High,Electronics,-0.95,0.31,1,0,0.69
4772,2022-02-19,Asia,Stock Crash,Low,Auto Parts,-0.53,0.95,0,1,0.58
4773,2022-03-06,North America,Stock Crash,High,Pharmaceuticals,0.7,0.61,1,1,0.35
4774,2023-09-01,Middle East,Stock Crash,Low,Auto Parts,-0.49,-0.47,0,0,-0.76
4775,2024-12-12,Middle East,Supply Chain Shock,Low,Chemicals,0.42,-0.17,0,1,0.99
4776,2024-09-01,Middle East,Tariff Update,Medium,Solar,0.67,-0.22,1,0,-0.47
4777,2021-05-29,Europe,War Alert,High,Auto Parts,0.47,0.32,1,1,-0.23
4778,2021-04-07,North America,Trade Agreement,Medium,IT Software,0.98,0.37,0,0,-0.33
4779,2022-08-25,Middle East,Tariff Update,Medium,Solar,-0.47,-0.61,0,0,0.47
4780,2021-08-14,Europe,Natural Calamity,Low,Chemicals,-0.19,0.8,0,0,-0.67
4781,2023-07-01,Middle East,Supply Chain Shock,Low,Machinery,-0.25,-0.99,0,0,0.48
4782,2023-11-03,Middle East,Supply Chain Shock,High,IT Software,0.71,0.58,1,0,-0.86
4783,2024-07-07,Middle East,Stock Crash,Medium,Pharmaceuticals,-0.72,0.61,0,1,-0.86
4784,2023-10-15,North America,Trade Agreement,Low,Textiles,0.91,-0.65,1,0,0.17
4785,2022-05-11,Europe,Stock Crash,Low,Electronics,0.49,0.82,0,1,-0.15
4786,2023-05-27,North America,Tariff Update,Medium,Machinery,0.53,-0.54,0,1,0.47
4787,2021-07-24,North America,Supply Chain Shock,High,Medical Devices,0.48,-0.92,1,0,-0.14
4788,2021-07-03,Global,War Alert,Medium,Pharmaceuticals,-0.01,-0.2,0,0,0.57
4789,2023-06-21,Europe,War Alert,Low,Auto Parts,0.73,-0.68,0,0,0.81
4790,2021-11-08,Middle East,Stock Crash,High,Textiles,-0.29,0.53,1,1,-0.32
4791,2022-02-28,Asia,Natural Calamity,High,Textiles,-0.05,0.61,1,1,0.09
4792,2021-10-21,Europe,Trade Agreement,High,Textiles,0.97,-0.8,1,1,0.1
4793,2022-02-07,Global,War Alert,High,Chemicals,0.37,0.03,1,1,-0.01
4794,2021-10-08,Asia,Trade Agreement,Medium,Pharmaceuticals,0.25,-0.52,1,1,-0.69
4795,2023-05-07,Europe,Trade Agreement,Low,Electronics,-0.39,-0.52,1,0,-0.88
